school,ambient,total_ambients
JARDIM DAMASCENO I - PROFESSOR JOAO ANTONIO FELICIO,SALA DE AULA PROPRIA         ,11
JARDIM DOS ANJOS,SALA DE ED. INFANTIL PROPRIA ,11
JARDIM IDEAL,SALA DE ED. INFANTIL PROPRIA ,11
JARDIM IMPERADOR,SALA DE ED. INFANTIL PROPRIA ,11
JARDIM KAGOHARA,SALA DE ED. INFANTIL PROPRIA ,11
JARDIM SAO LUIZ I,SALA DE ED. INFANTIL PROPRIA ,11
JOAO XXIII,BERCARIO,11
JOSE BONIFACIO,SALA DE AULA PROPRIA         ,11
JOSE BONIFACIO,SALA DE ED. INFANTIL PROPRIA ,11
JOSE OLYMPIO PEREIRA FILHO,SALA DE AULA PROPRIA         ,11
LAR BATISTA DE CRIANCAS,SALA DE RECREACAO             ,11
LUIS WASHINGTON VITA,SALA DE AULA PROPRIA         ,11
MONTE SERRAT,SALA DE ED. INFANTIL PROPRIA ,11
MUNDO ENCANTADO,SALA DE ED. INFANTIL PROPRIA ,11
OLIVA IRENE BAYERLEIN SILVA,SALA DE AULA PROPRIA         ,11
PARQUE BRISTOL,SALA DE ED. INFANTIL PROPRIA ,11
PARQUE SAO CARLOS,SALA DE AULA PROPRIA         ,11
PEDACINHO DO CEU,SALA DE ED. INFANTIL PROPRIA ,11
PEROLA BYINGTON,BERCARIO,11
PERUS,SALA DE ED. INFANTIL PROPRIA ,11
PLINIO MARCOS,SALA DE AULA PROPRIA         ,11
PRESTES MAIA,SALA DE AULA PROPRIA         ,11
RAIO DE SOL,BERCARIO,11
SANTA MARIA,SALA DE ED. INFANTIL PROPRIA ,11
SAO MIGUEL,SALA DE AULA PROPRIA         ,11
SAO MIGUEL ARCANJO,SALA DE ED. INFANTIL PROPRIA ,11
SEMENTINHA,SALA DE ED. INFANTIL PROPRIA ,11
TEOFILO BENEDITO OTTONI,SALA DE AULA PROPRIA         ,11
VALE DO SOL,SALA DE AULA PROPRIA         ,11
VARGEM GRANDE,SALA DE ED. INFANTIL PROPRIA ,11
VARGEM GRANDE I,SALA DE ED. INFANTIL PROPRIA ,11
VARGEM GRANDE II,SALA DE AULA PROPRIA         ,11
VILA MARIA,SALA DE AULA PROPRIA         ,11
VO CHICA,SALA DE ED. INFANTIL PROPRIA ,11
VO CHICA,BERCARIO,11
ADEMIR DE ALMEIDA LEMOS,SALA DE RECREACAO             ,10
AFRANIO PEIXOTO,SALA DE ED. INFANTIL PROPRIA ,10
AGAPE,SALA DE ED. INFANTIL PROPRIA ,10
ALECRIM DOURADO,SALA DE ED. INFANTIL PROPRIA ,10
ALGODAO DOCE,SALA DE ED. INFANTIL PROPRIA ,10
ANTONIO NUNES,SALA DE ED. INFANTIL PROPRIA ,10
ARCO IRIS,BERCARIO,10
ARTHUR AZEVEDO,SALA DE AULA PROPRIA         ,10
ASSAD ABDALA,SALA DE AULA PROPRIA         ,10
ASSIS CHATEAUBRIAND,SALA DE ED. INFANTIL PROPRIA ,10
BELA VISTA,SALA DE ED. INFANTIL PROPRIA ,10
BENCAO E PAZ,SALA DE AULA PROPRIA         ,10
BERNARDO O HIGGINS,SALA DE AULA PROPRIA         ,10
BRILHO DE LUZ II,SALA DE ED. INFANTIL PROPRIA ,10
CAMINHAR COM AMOR III,BERCARIO,10
CANTINHO DA CRIANCA,SALA DE ED. INFANTIL PROPRIA ,10
CANTINHO DA FABIANA,SALA DE ED. INFANTIL PROPRIA ,10
CARROSSEL,BERCARIO,10
CASTILHO II,SALA DE ED. INFANTIL PROPRIA ,10
CDHU JACUI A,SALA DE ED. INFANTIL PROPRIA ,10
CHACARA SANTA MARIA,SALA DE ED. INFANTIL PROPRIA ,10
CIDADE NOVA,SALA DE RECREACAO             ,10
DANDINHA,BERCARIO,10
DEZOITO DO FORTE,SALA DE AULA PROPRIA         ,10
DOCE ENCANTO,SALA DE ED. INFANTIL PROPRIA ,10
EDNA LOUREIRO,SALA DE AULA PROPRIA         ,10
EDUCAR BRINCANDO,SALA DE AULA PROPRIA         ,10
EFRAIM,BERCARIO,10
ELIANA E SUA TURMINHA,SALA DE ED. INFANTIL PROPRIA ,10
ELISIO TEIXEIRA LEITE,SALA DE ED. INFANTIL PROPRIA ,10
ELIZA BOTELHO BYINGTON,SALA DE ED. INFANTIL PROPRIA ,10
ELOHIM,BERCARIO,10
ERNANI SILVA BRUNO,SALA DE AULA PROPRIA         ,10
FREGUESIA DO O,SALA DE ED. INFANTIL PROPRIA ,10
GUIOMAR CABRAL,SALA DE AULA PROPRIA         ,10
IPIRANGA,SALA DE ED. INFANTIL PROPRIA ,10
JARDIM DAS ACACIAS,BERCARIO,10
JARDIM DAS MACAUBAS,SALA DE ED. INFANTIL PROPRIA ,10
JARDIM FONTALIS I,SALA DE ED. INFANTIL PROPRIA ,10
JARDIM MONTE BELO,SALA DE AULA PROPRIA         ,10
JARDIM NAKAMURA,SALA DE ED. INFANTIL PROPRIA ,10
JARDIM SAO JOAQUIM,SALA DE ED. INFANTIL PROPRIA ,10
JEAN MERMOZ,SALA DE AULA PROPRIA         ,10
JOSELY MARIA CARDOSO BENTO,SALA DE AULA PROPRIA         ,10
KANDINSKY - DIOGO NOMURA,SALA DE ED. INFANTIL PROPRIA ,10
LAJEADO II,SALA DE ED. INFANTIL PROPRIA ,10
LAR BIBI MONTEIRO,SALA DE AULA PROPRIA         ,10
LEONOR MENDES DE BARROS,SALA DE AULA PROPRIA         ,10
LICEU,SALA DE AULA PROPRIA         ,10
LICEU,SALA DE ED. INFANTIL PROPRIA ,10
LINDO SOL,SALA DE ED. INFANTIL PROPRIA ,10
MARIA MONTESSORI,BERCARIO,10
MAURO FACCIO GONCALVES - ZACARIA,SALA DE AULA PROPRIA         ,10
MITIKO MATSUSHITA NEVOEIRO,SALA DE ED. INFANTIL PROPRIA ,10
MODESTO SCAGLIUSI,SALA DE AULA PROPRIA         ,10
MUNDINHO DOS TALENTOS,SALA DE ED. INFANTIL PROPRIA ,10
NOSSA SENHORA APARECIDA,BERCARIO,10
PARQUE PAULISTANO,SALA DE RECREACAO             ,10
PARQUE SANTO ANTONIO,SALA DE ED. INFANTIL PROPRIA ,10
PAULO FREIRE,SALA DE ED. INFANTIL PROPRIA ,10
PAZ,SALA DE AULA PROPRIA         ,10
PEDRO TEIXEIRA,SALA DE AULA PROPRIA         ,10
PEQUENOS GENIOS II,SALA DE ED. INFANTIL PROPRIA ,10
PEQUENOS PASSOS,BERCARIO,10
PESTALOZZI,SALA DE ED. INFANTIL PROPRIA ,10
PRACINHAS DA FEB,SALA DE AULA PROPRIA         ,10
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA XIII,SALA DE ED. INFANTIL PROPRIA ,10
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA XIII,BERCARIO,10
ROLANDO BOLDRIN,SALA DE AULA PROPRIA         ,10
SAGRADA FAMILIA,BERCARIO,10
SAKURA,SALA DE ED. INFANTIL PROPRIA ,10
SANTA EDWIGES,SALA DE ED. INFANTIL PROPRIA ,10
SANTA HELENA,SALA DE ED. INFANTIL PROPRIA ,10
SANTA LUZIA,SALA DE ED. INFANTIL PROPRIA ,10
SAO BENTO,SALA DE ED. INFANTIL PROPRIA ,10
SAO PEDRINHO,SALA DE ED. INFANTIL PROPRIA ,10
TIA SYLVINHA,SALA DE AULA PROPRIA         ,10
TIO TUTA,BERCARIO,10
TRANSFORMANDO VIDAS,SALA DE ED. INFANTIL PROPRIA ,10
TURQUESINHAS,SALA DE ED. INFANTIL PROPRIA ,10
VARGEM GRANDE,BERCARIO,10
VICENTE MATHEUS,SALA DE ED. INFANTIL PROPRIA ,10
VILA CARIOCA,SALA DE ED. INFANTIL PROPRIA ,10
VILA CLARICE,SALA DE ED. INFANTIL PROPRIA ,10
VISTA ALEGRE,SALA DE RECREACAO             ,10
VO DONI,BERCARIO,10
VOVO VERA,BERCARIO,10
ADAIL TINI DE ARAUJO,SALA DE ED. INFANTIL PROPRIA ,9
AME II,SALA DE AULA PROPRIA         ,9
AMIZADE BRASIL E CHINA,SALA DE ED. INFANTIL PROPRIA ,9
ANDAGUACU,SALA DE ED. INFANTIL PROPRIA ,9
ANTONIO DE ALCANTARA MACHADO,SALA DE AULA PROPRIA         ,9
ANUNCIACAO FERREIRA II,BERCARIO,9
ARACY GOUVEA DE SOUZA,SALA DE ED. INFANTIL PROPRIA ,9
ASSMA CURIATI,SALA DE ED. INFANTIL PROPRIA ,9
BENJAMIN ANTONIO SALLES ARCURI,SALA DE ED. INFANTIL PROPRIA ,9
BERTHA LUTZ,SALA DE ED. INFANTIL PROPRIA ,9
BETTY LAFER,SALA DE ED. INFANTIL PROPRIA ,9
BRAZILIA LACERDA DE ARRUDA BOTELHO,SALA DE ED. INFANTIL PROPRIA ,9
BRINCARTE,SALA DE ED. INFANTIL PROPRIA ,9
BRISA ANDRADE,BERCARIO,9
BRYAN BIGUINATI JARDIM,SALA DE ED. INFANTIL PROPRIA ,9
CAIO GRACO DA SILVA PRADO,SALA DE ED. INFANTIL PROPRIA ,9
CAMINHO FELIZ,SALA DE ED. INFANTIL PROPRIA ,9
CAMPO LIMPO VI,SALA DE ED. INFANTIL PROPRIA ,9
CANAL DO COCAIA,SALA DE ED. INFANTIL PROPRIA ,9
CANTINHO COLORIDO II,SALA DE ED. INFANTIL PROPRIA ,9
CANTINHO DA RAFA,SALA DE ED. INFANTIL PROPRIA ,9
CANTINHO FELIZ,SALA DE AULA PROPRIA         ,9
CARLOS DE LAET,SALA DE ED. INFANTIL PROPRIA ,9
CASA BLANCA I,SALA DE ED. INFANTIL PROPRIA ,9
CASA DOM GASTAO,SALA DE ED. INFANTIL PROPRIA ,9
CENTRO DE ASSISTENCIA SOCIAL BRAS MOOCA I,SALA DE AULA PROPRIA         ,9
CENTRO INT ED JOVENS E ADULTOS - CAMPO LIMPO,SALA DE AULA PROPRIA         ,9
CENTRO INT ED JOVENS E ADULTOS - ERMELINO MATARAZZO,SALA DE AULA PROPRIA         ,9
CENTRO INT ED JOVENS E ADULTOS - VILA MARIA/VILA GUILHERME,SALA DE AULA PROPRIA         ,9
COLHEITA DE ESPERANCA,SALA DE ED. INFANTIL PROPRIA ,9
COMPANHIA DOS SONHOS,SALA DE ED. INFANTIL PROPRIA ,9
CONJ. RESIDENCIAL ELISIO TEIXEIRA LEITE,SALA DE ED. INFANTIL PROPRIA ,9
CONSTRUINDO O FUTURO II,SALA DE AULA PROPRIA         ,9
CORACAO DE MARIA,SALA DE ED. INFANTIL PROPRIA ,9
CORACAO MATERNO,SALA DE ED. INFANTIL PROPRIA ,9
CRESCER E APRENDER II,SALA DE ED. INFANTIL PROPRIA ,9
DAMARIS CASTILHO III,SALA DE ED. INFANTIL PROPRIA ,9
DIRCE MIGLIACCIO,SALA DE ED. INFANTIL PROPRIA ,9
DONA BELA,BERCARIO,9
EDNA ALVES DE SOUSA PROFA,SALA DE ED. INFANTIL PROPRIA ,9
ELON MACENA,SALA DE ED. INFANTIL PROPRIA ,9
ELVIRA MARTINS,SALA DE ED. INFANTIL PROPRIA ,9
EMILIANO DI CAVALCANTI,SALA DE AULA PROPRIA         ,9
EMILIO RIBAS,SALA DE AULA PROPRIA         ,9
ESPACO DA COMUNIDADE III,SALA DE ED. INFANTIL PROPRIA ,9
ESPACO DE BITITA,SALA DE AULA PROPRIA         ,9
ESPACO KAIROS VI,SALA DE ED. INFANTIL PROPRIA ,9
ESPERANCA,SALA DE ED. INFANTIL PROPRIA ,9
ESTRADA DO SOL,BERCARIO,9
ESTRELA DO AMANHA,BERCARIO,9
FUTURO BRILHANTE IV,BERCARIO,9
GUIMARAES ROSA,SALA DE AULA PROPRIA         ,9
HELENA CABRAL DE VASCONCELLOS FERRAZ,SALA DE ED. INFANTIL PROPRIA ,9
INACIO MONTEIRO,SALA DE ED. INFANTIL PROPRIA ,9
INSTITUTO SOCIAL SANTA LUCIA,SALA DE AULA PROPRIA         ,9
IRAPARA,SALA DE ED. INFANTIL PROPRIA ,9
IRINEU,SALA DE ED. INFANTIL PROPRIA ,9
JACANA,SALA DE ED. INFANTIL PROPRIA ,9
JARDIM APURA,SALA DE ED. INFANTIL PROPRIA ,9
JARDIM BELA VISTA,BERCARIO,9
JARDIM DAS ACACIAS,SALA DE ED. INFANTIL PROPRIA ,9
JARDIM DAS OLIVEIRAS,SALA DE ED. INFANTIL PROPRIA ,9
JARDIM DAS PALMAS,SALA DE ED. INFANTIL PROPRIA ,9
JARDIM DOM JOSE I - RAQUEL TRINDADE,SALA DE ED. INFANTIL PROPRIA ,9
JARDIM DOS IPES,SALA DE ED. INFANTIL PROPRIA ,9
JARDIM DOS IPES,BERCARIO,9
JARDIM LUSO,SALA DE ED. INFANTIL PROPRIA ,9
JARDIM MARIA ALICE,SALA DE ED. INFANTIL PROPRIA ,9
JARDIM VILA NOVA,SALA DE ED. INFANTIL PROPRIA ,9
JESUINA NUNES BARBOSA,SALA DE ED. INFANTIL PROPRIA ,9
JORGE AMADO,SALA DE ED. INFANTIL PROPRIA ,9
JOSE MARIA LISBOA,SALA DE AULA PROPRIA         ,9
JOSE ROSCHEL CHRISTI - JUCA ROCHA,SALA DE ED. INFANTIL PROPRIA ,9
KURT LENHARD,SALA DE ED. INFANTIL PROPRIA ,9
LAR DE MARIA,BERCARIO,9
LEAO DE JUDA,BERCARIO,9
LEAO DE JUDA,SALA DE ED. INFANTIL PROPRIA ,9
LIGA SOLIDARIA,SALA DE AULA PROPRIA         ,9
LILA COVAS,SALA DE ED. INFANTIL PROPRIA ,9
LOURDINHA PINHEIRO III,SALA DE ED. INFANTIL PROPRIA ,9
LUCAS EVANGELISTA,SALA DE ED. INFANTIL PROPRIA ,9
MACHADO DE ASSIS,SALA DE ED. INFANTIL PROPRIA ,9
MANGA ROSA,BERCARIO,9
MARCELA,SALA DE ED. INFANTIL PROPRIA ,9
MARCIA KUMBREVICIUS DE MOURA,SALA DE ED. INFANTIL PROPRIA ,9
MARCIA RICCO FERRAZ,SALA DE ED. INFANTIL PROPRIA ,9
MARIA CLARA ALVES,BERCARIO,9
MARIA EUGENIA FAKHOURY,SALA DE ED. INFANTIL PROPRIA ,9
MARIO SETTE,SALA DE ED. INFANTIL PROPRIA ,9
MENINO JESUS,BERCARIO,9
MIRA ORUBE,SALA DE ED. INFANTIL PROPRIA ,9
MORUMBI,SALA DE ED. INFANTIL PROPRIA ,9
MUNDO AZUL,SALA DE ED. INFANTIL PROPRIA ,9
NAIR TADIELLO GRACIOSO,SALA DE ED. INFANTIL PROPRIA ,9
NAJLA CURI IZAR,SALA DE ED. INFANTIL PROPRIA ,9
NAZARE,SALA DE ED. INFANTIL PROPRIA ,9
NOVA AMERICA,SALA DE ED. INFANTIL PROPRIA ,9
NOVA LUZ,BERCARIO,9
PARQUE BOLOGNE,SALA DE ED. INFANTIL PROPRIA ,9
PARQUE COCAIA II,SALA DE ED. INFANTIL PROPRIA ,9
PARQUE FERNANDA,SALA DE ED. INFANTIL PROPRIA ,9
PARQUE GRAJAU,SALA DE ED. INFANTIL PROPRIA ,9
PAZ E ESPERANCA II,SALA DE ED. INFANTIL PROPRIA ,9
PEDRO NAVA,SALA DE AULA PROPRIA         ,9
PEQUENAS TURQUESAS III,SALA DE AULA PROPRIA         ,9
PERIMETRAL I,SALA DE ED. INFANTIL PROPRIA ,9
PIRITUBA,SALA DE ED. INFANTIL PROPRIA ,9
PORTO NACIONAL,SALA DE ED. INFANTIL PROPRIA ,9
QUINTA DO SOL,SALA DE AULA PROPRIA         ,9
RIO DOCE,SALA DE ED. INFANTIL PROPRIA ,9
SAGRADA FAMILIA,SALA DE ED. INFANTIL PROPRIA ,9
SAN LAZZARO,SALA DE ED. INFANTIL PROPRIA ,9
SANTA ESCOLASTICA,SALA DE ED. INFANTIL PROPRIA ,9
SANTA MARCELINA,SALA DE RECREACAO             ,9
SANTA MARIA,BERCARIO,9
SANTOS DUMONT,SALA DE ED. INFANTIL PROPRIA ,9
SAO PAULO APOSTOLO,SALA DE ED. INFANTIL PROPRIA ,9
SAO SEBASTIAO,SALA DE ED. INFANTIL PROPRIA ,9
SEMENTINHA DO AMANHA,BERCARIO,9
SONHO NOSSO,SALA DE AULA PROPRIA         ,9
TABOR,SALA DE ED. INFANTIL PROPRIA ,9
TATUAPE,SALA DE ED. INFANTIL PROPRIA ,9
TEREZA ARAGAO,SALA DE ED. INFANTIL PROPRIA ,9
UNIAO DE VILA NOVA I,SALA DE ED. INFANTIL PROPRIA ,9
VENHA CONOSCO - UNIDADE III,SALA DE ED. INFANTIL PROPRIA ,9
VILA NATAL,SALA DE ED. INFANTIL PROPRIA ,9
VIRGILIO DE MELLO FRANCO,SALA DE AULA PROPRIA         ,9
VIRGILIO TAVORA,SALA DE ED. INFANTIL PROPRIA ,9
VO MARIA,SALA DE ED. INFANTIL PROPRIA ,9
VO ZEFA,SALA DE ED. INFANTIL PROPRIA ,9
VOVO MARINA,BERCARIO,9
WENCESLAU GUIMARAES,SALA DE ED. INFANTIL PROPRIA ,9
4 IRMAOS,SALA DE AULA PROPRIA         ,8
A NOSSA CASA DA CRIANCA,SALA DE ED. INFANTIL PROPRIA ,8
ABRACAR,SALA DE ED. INFANTIL PROPRIA ,8
ABRINDO O SABER,SALA DE ED. INFANTIL PROPRIA ,8
ACAS,SALA DE RECREACAO             ,8
ACONCHEGO,SALA DE AULA PROPRIA         ,8
ADONAI,BERCARIO,8
ALECRIM,SALA DE ED. INFANTIL PROPRIA ,8
ALUNA JESSICA NUNES HERCULANO,SALA DE AULA PROPRIA         ,8
ANA NERI,SALA DE ED. INFANTIL PROPRIA ,8
ANGLICANA JULIAN THOMAS - UN. III,SALA DE ED. INFANTIL PROPRIA ,8
ANISIO TEIXEIRA,SALA DE ED. INFANTIL PROPRIA ,8
ANJINHOS DE DULCE,BERCARIO,8
ANJO FELIZ,SALA DE ED. INFANTIL PROPRIA ,8
ANTONIO GONCALVES DIAS,SALA DE ED. INFANTIL PROPRIA ,8
ANTONIO PEREIRA IGNACIO,SALA DE AULA PROPRIA         ,8
APRENDENDO A CRESCER,BERCARIO,8
ARCO-IRIS,SALA DE ED. ESPECIAL PROPRIA ,8
ARTE & EDUCACAO - ANCHIETA,SALA DE RECREACAO             ,8
AUGUSTA CORDEIRO DA ROCHA,BERCARIO,8
BEIJA FLOR,SALA DE RECREACAO             ,8
BEM ME QUER,BERCARIO,8
BOA ESPERANCA III,BERCARIO,8
BRAZ JAIME ROMANO,SALA DE AULA PROPRIA         ,8
BRILHANTES,BERCARIO,8
BRILHO DE LUZ,SALA DE ED. INFANTIL PROPRIA ,8
BRINCAR,SALA DE ED. INFANTIL PROPRIA ,8
CAMINHAR E PRECISO II,BERCARIO,8
CAMINHO DOS MARTINS,SALA DE ED. INFANTIL PROPRIA ,8
CANAA,SALA DE ED. INFANTIL PROPRIA ,8
CANTINHO FELIZ,SALA DE ED. INFANTIL PROPRIA ,8
CANTINHO IRMAOS NATALI,SALA DE ED. INFANTIL PROPRIA ,8
CARAMINHOLAS,SALA DE ED. INFANTIL PROPRIA ,8
CARMEM MIRANDA,SALA DE ED. INFANTIL PROPRIA ,8
CASA PADRE RAFAEL,SALA DE ED. INFANTIL PROPRIA ,8
CASTRO ALVES,SALA DE ED. INFANTIL PROPRIA ,8
CECILIA MEIRELLES,SALA DE ED. INFANTIL PROPRIA ,8
CENTRO DE EDUCACAO DA ZONA LESTE,SALA DE AULA PROPRIA         ,8
CENTRO INT ED JOVENS E ADULTOS - ITAQUERA,SALA DE AULA PROPRIA         ,8
CENTRO JUVENIL SALESIANO DOM BOSCO,SALA DE RECREACAO             ,8
CHACARA DOS SONHOS,BERCARIO,8
CIDADE A E CARVALHO,SALA DE AULA PROPRIA         ,8
CIDADE DO SOL,SALA DE AULA PROPRIA         ,8
CONDE LUIZ ZUNTA,SALA DE ED. INFANTIL PROPRIA ,8
CONSOLATA,SALA DE ED. INFANTIL PROPRIA ,8
CONSTRUINDO O SABER,SALA DE ED. INFANTIL PROPRIA ,8
CRE SER II,SALA DE ED. INFANTIL PROPRIA ,8
CRUZ E SOUSA,SALA DE ED. INFANTIL PROPRIA ,8
DOCE INFANCIA,SALA DE ED. INFANTIL PROPRIA ,8
DOCE SABER,SALA DE ED. INFANTIL PROPRIA ,8
DONA DIVA I,SALA DE ED. INFANTIL PROPRIA ,8
EBENEZER,SALA DE ED. INFANTIL PROPRIA ,8
ELIZABETH DE SOUZA,SALA DE AULA PROPRIA         ,8
ESPACO DA LOTUS,SALA DE ED. INFANTIL PROPRIA ,8
ESPACO KAIROS LIVIERO,SALA DE ED. INFANTIL PROPRIA ,8
ESPACO VIDA CRIATIVA II,SALA DE ED. INFANTIL PROPRIA ,8
ESTACAO ALEGRIA,SALA DE ED. INFANTIL PROPRIA ,8
ESTRELAS DO AMANHA,SALA DE ED. INFANTIL PROPRIA ,8
FEITICO DA VILA,SALA DE ED. INFANTIL PROPRIA ,8
FELIPE DOLIVEIRA,SALA DE ED. INFANTIL PROPRIA ,8
FELIPE MESTRE JOU,SALA DE ED. INFANTIL PROPRIA ,8
FERNANDO DE AZEVEDO,SALA DE ED. INFANTIL PROPRIA ,8
FERNANDO SABINO,SALA DE AULA PROPRIA         ,8
FORMOSA,SALA DE ED. INFANTIL PROPRIA ,8
FRANCISCA JULIA DA SILVA,SALA DE ED. INFANTIL PROPRIA ,8
FRANCISCO ADAUTO RODRIGUES,SALA DE ED. INFANTIL PROPRIA ,8
GEORGE LIAN,SALA DE ED. INFANTIL PROPRIA ,8
GILEADE,BERCARIO,8
GOTA DE ESPERANCA III,SALA DE ED. INFANTIL PROPRIA ,8
HENRIQUE SOUZA FILHO - HENFIL,SALA DE AULA PROPRIA         ,8
HERMANN GMEINER,SALA DE ED. INFANTIL PROPRIA ,8
INEZITA BARROSO,SALA DE ED. INFANTIL PROPRIA ,8
INSTITUTO RURAL,SALA DE RECREACAO             ,8
ITALIANOS,SALA DE RECREACAO             ,8
ITATINGA - NUCLEO II,SALA DE ED. INFANTIL PROPRIA ,8
JABAQUARA,SALA DE AULA PROPRIA         ,8
JAGUARE,BERCARIO,8
JARDIM CENTENARIO,SALA DE ED. INFANTIL PROPRIA ,8
JARDIM DA CONQUISTA,SALA DE AULA PROPRIA         ,8
JARDIM DA CONQUISTA II,SALA DE ED. INFANTIL PROPRIA ,8
JARDIM DAS MACAUBAS,BERCARIO,8
JARDIM DO CEDRO,BERCARIO,8
JARDIM DOS PEQUENINOS,SALA DE AULA PROPRIA         ,8
JARDIM GAIVOTAS,SALA DE ED. INFANTIL PROPRIA ,8
JARDIM HELENA I,SALA DE ED. INFANTIL PROPRIA ,8
JARDIM LEBLON,SALA DE ED. INFANTIL PROPRIA ,8
JARDIM LUCELIA,SALA DE ED. INFANTIL PROPRIA ,8
JARDIM LUZITANIA,SALA DE ED. INFANTIL PROPRIA ,8
JARDIM MONJOLO,SALA DE ED. INFANTIL PROPRIA ,8
JARDIM MONTE AZUL,SALA DE ED. INFANTIL PROPRIA ,8
JARDIM PREMIANO,SALA DE ED. INFANTIL PROPRIA ,8
JARDIM SAO BERNARDO,SALA DE ED. INFANTIL PROPRIA ,8
JARDIM SAO LUIZ II,SALA DE ED. INFANTIL PROPRIA ,8
JARDIM TREMEMBE,SALA DE AULA PROPRIA         ,8
JERICO,SALA DE ED. INFANTIL PROPRIA ,8
JOAO FERNANDES VII,SALA DE ED. INFANTIL PROPRIA ,8
JOAQUIM MANUEL DE MACEDO,SALA DE ED. INFANTIL PROPRIA ,8
JOEL FERNANDES DE SOUZA,SALA DE AULA PROPRIA         ,8
JOSE CLEMENTE PEREIRA,SALA DE ED. INFANTIL PROPRIA ,8
JOSE DUARTE,SALA DE ED. INFANTIL PROPRIA ,8
JOSE HONORIO RODRIGUES,SALA DE AULA PROPRIA         ,8
JULIO DE MESQUITA FILHO,SALA DE ED. INFANTIL PROPRIA ,8
KALIXTO MENDES III,SALA DE ED. INFANTIL PROPRIA ,8
LAR DA CRIANCA,SALA DE RECREACAO             ,8
LAR DA VITORIA,BERCARIO,8
LAR NOSSA SENHORA DA CONSOLACAO,SALA DE ED. INFANTIL PROPRIA ,8
LIBERTARIOS,SALA DE ED. INFANTIL PROPRIA ,8
LINDA FLOR,BERCARIO,8
LOURDINHA PINHEIRO IV,BERCARIO,8
LUIS DA CAMARA CASCUDO,SALA DE ED. INFANTIL PROPRIA ,8
LUIZ GONZAGA DO NASCIMENTO - GONZAGAO,SALA DE ED. INFANTIL PROPRIA ,8
LUZ DO SABER,SALA DE ED. INFANTIL PROPRIA ,8
MA-MA,SALA DE ED. INFANTIL PROPRIA ,8
MAE DO SALVADOR,BERCARIO,8
MAE ZAZA - NUCLEO I,SALA DE ED. INFANTIL PROPRIA ,8
MARANATA IRMAOS NATALI,SALA DE ED. INFANTIL PROPRIA ,8
MARECHAL TITO,SALA DE AULA PROPRIA         ,8
MARGARETH DE FATIMA MARQUES DE AZEVEDO,SALA DE ED. INFANTIL PROPRIA ,8
MARGARIDAS AMARELAS,SALA DE ED. INFANTIL PROPRIA ,8
MARIA DA GLORIA BAUMGART,SALA DE ED. INFANTIL PROPRIA ,8
MARIA FERREIRA DA FONSECA,BERCARIO,8
MARIA IZABEL,SALA DE ED. INFANTIL PROPRIA ,8
MARIA JOSE DUPRE,SALA DE ED. INFANTIL PROPRIA ,8
MARIA NELE,BERCARIO,8
MARINA MILLIET KIEHL,SALA DE ED. INFANTIL PROPRIA ,8
MARITEL,BERCARIO,8
MATRIARCA I,SALA DE ED. INFANTIL PROPRIA ,8
MAURICIO GOMES,BERCARIO,8
MENINO JESUS,SALA DE ED. INFANTIL PROPRIA ,8
MINERVINO RODRIGUES FERREIRA,SALA DE ED. INFANTIL PROPRIA ,8
MIRA ORUBE,BERCARIO,8
MONTE CARMELO IV,BERCARIO,8
MUNDO NOVO,SALA DE ED. INFANTIL PROPRIA ,8
NELSON MANDELA,SALA DE AULA PROPRIA         ,8
NENE DO AMANHA,SALA DE ED. INFANTIL PROPRIA ,8
NEWTON PRADO,SALA DE AULA PROPRIA         ,8
NOEMIA IPPOLITO,SALA DE ED. INFANTIL PROPRIA ,8
NOSSA SENHORA DE LOURDES,SALA DE ED. INFANTIL PROPRIA ,8
NOSSA SENHORA DO CARMO,SALA DE RECREACAO             ,8
NOVA ISRAEL,BERCARIO,8
OLIVEIRA LIMA,SALA DE ED. INFANTIL PROPRIA ,8
ONADYR MARCONDES,SALA DE ED. INFANTIL PROPRIA ,8
ONDACAIMA,SALA DE ED. INFANTIL PROPRIA ,8
ORIGENES LESSA,SALA DE ED. INFANTIL PROPRIA ,8
OSVALDO MOREIRA,BERCARIO,8
PARQUE ANHANGUERA,SALA DE AULA PROPRIA         ,8
PARQUE BRASIL,SALA DE ED. INFANTIL PROPRIA ,8
PARQUE COCAIA,BERCARIO,8
PARQUE FONGARO,SALA DE ED. INFANTIL PROPRIA ,8
PARQUE SANTA RITA I,SALA DE ED. INFANTIL PROPRIA ,8
PARQUE SAO CARLOS,SALA DE ED. INFANTIL PROPRIA ,8
PARQUE SAVOY CITY,SALA DE AULA PROPRIA         ,8
PEIXINHO DE OURO,SALA DE ED. INFANTIL PROPRIA ,8
PEQUENAS ESTRELAS IV,BERCARIO,8
PEQUENAS TURQUESAS IV,SALA DE ED. INFANTIL PROPRIA ,8
PEQUENOS GENIOS,SALA DE ED. INFANTIL PROPRIA ,8
PEQUENOS GENIOS-ESTRELA,SALA DE ED. INFANTIL PROPRIA ,8
PEROLA BYINGTON,SALA DE ED. INFANTIL PROPRIA ,8
PINGO DE GENTE,SALA DE ED. INFANTIL PROPRIA ,8
PITANGUEIRAS,BERCARIO,8
PIXINGUINHA,BERCARIO,8
